,full_text
152,Dari masalah sekolah yang ngga keterima di ITB gara2 kurikulum merdeka Menterinya ganti-ganti kurikulum mulu Kenapa pada ngga pilih presiden yang perbaiki kualitasnya perbaiki para pengajar dan kepala sekolah perbaiki fasilitasnya????
153,Pengimplentasian Kurikulum Merdeka 2024 Di Seluruh Sekolah https://t.co/MRUdBqv3q7
154,sekolah yang pake kurikulum merdeka habis diprank itb 
155,Pendaftaran Kurikulum Merdeka Dibuka Sekolah Bisa Mendaftar Mulai Hari Ini! https://t.co/WTy5D6kQ8j
156,Resmi! Kurikulum Merdeka Berlaku untuk Sekolah Se-Indonesia https://t.co/KtOxyhZ1mU
157,Jjjadi benar itb ga mau nerima yg pake kurikulum merdeka?
158,Kemendikbud mengaku penetapan Kurikulum Merdeka untuk membuat sekolah bisa bertransformasi lebih baik. https://t.co/BY9DUOQ6He
159,buat dukung #KurikulumMerdeka Kemendikbudristek udah kasih banyak fasilitas ke guru &amp; sekolah: lewar Platform Merdeka Mengajar (PMM) yang menyediakan berbagai modul pembelajaran menyediakan buku pendamping belajar untuk semua jenjang sampai ke berbagai pelatihan-pelatihan https://t.co/NgCcAJDRmT
160,Ini pagi-pagi di beranda apa gak ada kabar baik? Mulai dr erornya jaringan pas lomba OSN dan si anak nangis ga bisa ngirim jawaban; berita macem-macem warga +62; berita selingkuh-penipuan; demo dukung KPU; banjir Demak; sampe ttg kurikulum merdeka. Pagi-pagi udh bikin huft
161,Harus ada evaluasi mendalam terhadap sistem pembelajaran dan kurikulum persekolahan saat ini. Para guru sibuk dengan aplikasi PMM dan diklat2 online sebagai akibat dari implementasi Kurikulum Merdeka. Bahkan kejadian2 bullying yang terjadi di lingkungan sekolahpun para guru 
162,Implementasi Kurikulum Merdeka perlu dievaluasi. Guru masih terkendala terutama soal pembelajaran berdiferensiasi. https://t.co/fx9Jf5WkRl #Opini #AdadiKompas
163,Kunci Jawaban IPA Kelas 9 SMP Halaman 145 Semester 2 Kurikulum Merdeka Mari Uji Kemampuan Kalian: Berikut ini kunci jawaban membahas soal Mari Uji Kemampuan Kalian IPA kelas 9 SMP halaman 145 semester 2 Kurikulum Merdeka. https://t.co/JM689kEAoR
164,Perubahan kurikulum membawa harapan baru tetapi memerlukan kesiapan guru untuk bertransformasi. https://t.co/oTCF4Fp2KL #Humaniora #AdadiKompas
165,Kemendikbudristek Resmi Terapkan Kurikulum Merdeka Secara Nasional https://t.co/Nr0LiCBTFO
166,10+ Kumpulan Soal PTS Kelas 4 Semester 2 Kurikulum Merdeka Bahasa Indonesia Panduan Persiapan Ujian Tengah Semester di Rumah https://t.co/T6LlSdE66z
167,Mendikbudristek Nadiem Makarim menyebut Kurikulum Merdeka tidak hadir tiba-tiba. Kurikulum Merdeka melalui kajian mendalam serta dengan desain sebaik mungkin. #NadiemMakarim #KurikulumMerdeka #MedcomId https://t.co/UN8x6fpYH4
168,Latihan Soal PTS/UTS PJOK Kelas 1 SD Semester 2 Kurikulum Merdeka dan Kunci Jawaban Isian dan Esai https://t.co/3syB7wzb7h
169,Rank 2 (PAS SD TAPI AJHDJWJ) Kalo sekarang karena kurikulum merdeka jadi gaada ranking
170,Dengan tujuan menumbuhkan kompetensi anak menjadi pembelajar sepanjang hayat. Dengan cara memberi keleluasaan pada guru untuk eksplore &amp; modifikasi sistem mengajar yang disesuaikan dengan kondisi anak lingkungan sosial budaya dan sekolah masing-masing #KurikulumMerdeka
171,Pendidikan bukan menjadi barang politis sehingga Kurikulum Merdeka akan tetap berjalan meski ganti menteri. https://t.co/sAZm1QzDUd
172,Aku ga ngerasain kurikulum merdeka yg bener² kek di sekolah tp aku sedikit banyak tau karna aku ngajar siswaku hampir semua kumer. Tapi jujur ya makin kesini emg makin aneh dan njelimet bgt kurikulumnya kyk gk tepat sasaran. Serba maksain padahal kondisi blm mampu buat itu
173,Sekolah Belum Terapkan Kurikulum Merdeka Terus Harus Gimana? https://t.co/i8eNPrXRYN
174,apa kata ku kurikulum merdeka tuh jelek bgt
175,@mx00711 @sakkusaitna @Tita83079013 @agama_nusantara @BayuAngora @spektrumku @Valhallaah @PaijoKhentir @iam_zelt @helenr1903 @debbieflavi @Jelantik5 @Kappa_2023 @bnsphrxyzzz @silarakhito https://t.co/FwzXZGPAvP Tonton dulu video itu
176,kurikulum merdeka apa nya yg merdeka? ga ada.
177,eh serius nanya deh kurikulum merdeka buat anak sma tuh maksudnya gimana??
178,setuju sih kurikulum merdeka nih kurikulum ga jelas. tapi kalo buat prakarya/bazar itu keputusan masing sekolah ga sih? P5 itu ada tema-nya tinggal sekolah mau pilih tema apa dan kegiatannya jg harus disesuaikan sm anak didik.
179,demi apz simak ga ada tka nya https://t.co/FX86ic7If9
180,SUMPAH IYA KOCAK BANGET BUSETTT angkatan gue harus ngalamin ujian UKK yg lebih susah gara-gara KURIKULUM MERDEKA gue cuma mau lulus SMK bukan mau JUAL MENTAL gue mana magang yg harusnya 3 bulan jadi 6 bulan kocak cuma 1 bulan but persiapan ujian kelulusan apa yg merdeka coba
181,Kurikulum merdeka dan zonasi adalah sebuah pembodohan untuk membodohkan penerus bangsa. Anak2 jdi kehilangan semangat belajar utk berlomba2 masuk sekolah favorit dan cenderung malas. Sungguh sebuah pembodohan yg masif.
182,kurikulum merdeka ini lebih kasihan ke siswanya banyak materi penting yg seharusnya mereka pelajarin tapi gak masuk. kurikulum merdeka lebih ngecetak siswanya mahir dalam bisnis atau wirausaha
183,Nadiem Makarim Sebut Kurikulum Merdeka Bawa Kegembiraan Bagi Guru dan Murid https://t.co/Mr32PRtP0R
184,Mengenal Kurikulum Merdeka Jadi Kurikulum Nasional PAUD SD SMP SMA SMK &amp; Sederajat https://t.co/w0nrOXbz8B
185,Dalam implementasinya murid diajak untuk menuangkan ide &amp; diskusi dua arah tidak lagi hanya melakukan hafalan tapi praktek langsung. Sehingga memberi ruang guru dan murid melaksanakan kegiatan belajar dengan gembira #KurikulumMerdeka
186,https://t.co/D1l5pw6IPf
187,Kurikulum merdeka bagiku orang kedampar di pulau tapi perahunya diseberang sana...
188,ekonomi (kurikulum merdeka(
189,Kurikulum merdeka jadi samsak warga Twitter. Seberapa buruk sih kurikulum ini sebetulnya?
190,@liminalmilataka Idc about male/female-coded education. Tapi Kurikulum Merdeka ini bikin jadi males belajar siswa harus milih sendiri mapel yang diminati. Implementasinya pun masih belum matang. Siapa yang akhirnya dibuat bingung? Ortu apalagi kalau anak ga didaftarin bimbel atau konseling.
191,Kemendikbudristek menetapkan Kurikulum Merdeka menjadi kurikulum nasional melalui penerbitan Permendikbudristek Nomor 12 Tahun 2024. https://t.co/0kZITmJgj3
192,Permendikbudristek Nomor 12 Tahun 2024 Tentang Kurikulum Merdeka https://t.co/xKeuD9QYO9
193,Contoh Soal PTS/UTS Bahasa Inggris Kelas 5 SD Semester 2 Kurikulum Merdeka Lengkap Kunci Jawaban https://t.co/PTEs2bdqzx
194,Just manusia yang terjebak dalam pikiran yang belum bisa merealisasikan apa yang ada dipikirannya. Opini... #kurikulummerdeka #menujuindonesiaemas
195,Wooyyyy siapa yang sekolahnya kurikulum merdeka juga??
196,Akhirnya yaaa Kurikulum Merdeka ada peraturannya sendiri! Yuk sama-sama kita bergerak untuk terus mengimplementasikan Kurikulum Merdeka #KurikulumMerdeka #KurikulumNasional #MerdekaBelajar
197,10 Soal UTS PJOK Kelas 1 SD Semester 2 Kurikulum Merdeka Format Pilihan Ganda Tepuk Tangan Menghasilkan? https://t.co/dtVRBRcQQh
198,Kemendikbudristek Resmi Tetapkan Kurikulum Merdeka sebagai Kurikulum Nasional https://t.co/B4i67rHQDl
199,Rasanya sudah hampir setengah dari uneg-uneg yg dimiliki guru disampaikan oleh adik Robby. Kita semua masih bertanya-tanya untuk siapa 'kurikulum merdeka ' ini sebenarnya. Seorang guru dituntut untuk bisa melakukan segala hal tanpa diperhitungkan kemakmurannya.
200,Benarkah Kurikulum Merdeka Dapat Meningkatkan Kualitas Pembelajaran? https://t.co/j7T29nyDGQ
201,Kunci Jawaban Bahasa Inggris Kelas 9 SMP Halaman 154 Semester 2 Kurikulum Merdeka Latihan Section 2: Berikut kunci jawaban Bahasa Inggris kelas 9 SMP halaman 154 semester 2 Kurikulum Merdeka memuat soal Section 2 - Listening. https://t.co/sG5GgVg0RZ
202,I have very VERY mixed feelings about Kurikulum Merdeka On paper it sounds great but some things like P5 is just utter bullshit
203,10 Contoh Soal UTS IPS Kelas 4 Semester 2 Kurikulum Merdeka Pilihan Ganda Paling Update https://t.co/FGd6GGngNP
204,Contoh Soal PTS/UTS Bahasa Jawa Kelas 5 SD Semester 2 Kurikulum Merdeka Beserta Kunci Jawaban https://t.co/aJwVBeyE0Q
205,10 Soal UTS PJOK Kelas 1 SD Semester 2 Kurikulum Merdeka Format Pilihan Ganda Tepuk Tangan Menghasilkan? https://t.co/tiDEQTL1ah
206,Kumpulan Soal PTS PKN Kelas 4 SD Semester 2 Kurikulum Merdeka dan Jawabannya https://t.co/4qg8d39cRw
207,TERNYATA GRGR KURIKULUM MERDEKA
208,Ga cuma itb yang nolak kurikulum merdeka. Uny juga nolak. Sekolah gw tiap taun mborong uny taun kemarin ada 13 orang masa sekarang bener bener 0 coba. Padahal ada yg tembus ugm masa yg tembus uny ga ada?
209,Banyak pihak khawatir Kurikulum Merdeka yang telah ditetapkan sebagai kurikulum nasional tak bakal dilanjutkan setelah ganti menteri. #KurikulimMerdeka #MedcomId https://t.co/cESztVk1pu
210,Resmi Kurikulum Merdeka untuk Sekolah di Indonesia Kurikulum Merdeka secara resmi diberlakukan untuk sekolah di seluruh Indonesia pada jenjang pendidikan anak usia dini (PAUD) pendidikan dasar dan pendidikan menengah... Baca berita selengkapnya hanya di https://t.co/GfHdN1L8Ki
211,Contoh Soal PTS/UTS Bahasa Jawa Kelas 5 SD Semester 2 Kurikulum Merdeka Beserta Kunci Jawaban https://t.co/Jf9CNVCTSo
212,KURIKULUM MERDEKA GAJELAS BANGET MASA KELAS 12 MASIH LANJUT PROJECT PADAHAL UDAH SELESAI US ANJIRRR BENCI BANGET GUE MAU FOKUS UTBK NGERTI GAK SIH GANGGU!!!!!!!!
213,@collegemenfess Soalnya disana ga pake kurikulum merdeka
214,Pengaruh Positif Kurikulum Merdeka Terhadap Siswa #BNetwork https://t.co/Qd4qPJ2VYZ
215,I WOULD HAVE A CHANCE TO BE A MABA TODAY IF MY SCHOOL WEREN T USING KURIKULUM MERDEKA PLSSSS MEWEK LAGI YAY OR NAY 
216,@itbfess Kurikulum merdeka pengemlompokan jurusan tiap sekolah beda² kalau di sekolahku jurusan rumpun A biologi kimia sosiologi mtk. Rumpun B matematika matematika tingkat lanjut fisika geografi dan untuk rumpun C nya sosial. Apa ini ada hubungan nya ya???
217,Kemendikbudristek Resmi Tetapkan Kurikulum Merdeka Jadi Kurikulum Nasional. 270 T KISS OF LIFE Yaman Korupsi Okin Donk https://t.co/eqfWkOfBDL
218,Kunci Jawaban IPA Kelas 9 SMP Halaman 150 Semester 2 Kurikulum Merdeka Mari Uji Kemampuan Kalian https://t.co/jlZhXUXxY1
219,Kurikulum itu penting tp kualitas gurunya juga ga kalah penting. Kurikulum Merdeka (bisa jadi) bagus hanya jika dibawakan oleh guru yg kompeten pula. Ini yg Indonesia kurang. Kalo bahas kenapa guru kompeten kurang? Wah panjang lagi ini narik ke belakangnya.
220,apa anjir ini kurikulum merdeka. w taunya KTSP a K13 kirain dah berhenti 
221,Kunci Jawaban Bahasa Inggris Kelas 9 SMP Halaman 154 Semester 2 Kurikulum Merdeka Latihan Section 2 https://t.co/2NKl6qbQwK
222,Menteri Pendidikan Kebudayaan Riset dan Teknologi ( Nadiem Makarim mengungkapkan data positif terkait pengaruh Kurikulum Merdeka terhadap peningk... https://t.co/nZIKw7oQLs
223,berarti tadika mesra tuh kurikulum merdeka ya
224,Emang dan kurikulum merdeka adalah kurikulum TERGAGAL. Seharusnya pemerintah bikin rentang sih kapan kurikulum dikatakan bisa diganti. Lu semua bayangin aja anjing mahasiswa pendidikan akt 2020 tu dari awal mempelajari+ bedah kurikulumnya pakai K13.
225,@itbfess kalo sma ga ngambil fisika (kurikulum merdeka) bisa survive ga?
226,Kumpulan Soal PTS PAI Kelas 2 SD Semester 2 Kurikulum Merdeka dan Kunci Jawaban Persiapkan Diri Sebelum Ujian https://t.co/uC2Q9WCMdl
227,Kunci Jawaban IPA Kelas 7 SMP Halaman 185 Kurikulum Merdeka Perbedaan Habitat Ekosistem dan Bioma https://t.co/jmnyO1farV
228,Setelah melalui serangkaian uji coba selama tiga tahun Kurikulum Merdeka akhirnya diberlakukan secara resmi sebagai kurikulum nasional mulai 27 Maret... https://t.co/Tb1uh8f6Vm
229,jujur aku capek sm kurikulum merdeka mnrutku kayak kurang aja gt apa apa kelompok jdi tugas tugasnya gak kayak biasa .
230,Jadi inget konten anak sd yg sambat krn kurikulum merdeka. Nadiem ancene taek. 
231,Resmi Berlaku! Kurikulum Merdeka Jadi Kurikulum Nasional Sekolah Seluruh Indonesia https://t.co/yjfSvGi2ha lewat @tribunnews
232,hrusna kurikulum merdeka dibolehin milih seni budaya yg dipinginin yhh. kek misalnya seni lukis seni musik seni tari dll. diriku pengen seni musik peliss pgn belajar lagi kalo ga ya buat gambarnya dikasi pilihan mau digital ato tradisional biar muridnya bisa belajar-
233,Kemendikbudristek Tetapkan Kurikulum Merdeka sebagai Kurikulum Nasional @Kemdikbud_RI #Kemendikbudristek #Kurikulum #Merdeka #Nasional #News https://t.co/MYX0JuB26Z
234,Korban percobaan angkatan pertama kurikulum merdeka gini bgt dah
235,Gw jawab ya sbg dosen Fisdas. Pemahaman mahasiswa sebenernya sama aja dgn yg sblm kurikulum merdeka sama² harus dibenahi lagi pemahamannya ttg konsep² fisika. Malah rata² harus direset kecuali anak² olimpiade tentu aja. Kurikulum Merdeka malah cuma nambah administrasi ga jelas.
236,@CV_KP_Mandiri Kayaknya inilah gambaran dunia pendidikan saat ini...gurunya terlalu disibukkan oleh beban kurikulum merdeka dan siswapun dibiarkan bebas merdeka ga tau apa2...
237,Kunci Jawaban IPA Kelas 9 SMP Halaman 157-158 Semester 2 Kurikulum Merdeka Mari Uji Kemampuan Kalian https://t.co/GC5EvxDVOh
238,emg gajelas ini kurikulum merdeka gatau letak bagus nya dimana najis. apalagi program p5 tai babi ga efisien sama sekali tu program bikin siswa makin goblok krn kebanyakan p5 ini ga terjalankan dengan baik krn emang kaga jelasss tottt
239,Kunci Jawaban Bahasa Inggris Kelas 9 SMP Halaman 158-159 Semester 2 Kurikulum Merdeka Soal Section 3 https://t.co/yfYidhlIKx
240,Kunci Jawaban IPA Kelas 9 SMP Halaman 157-158 Semester 2 Kurikulum Merdeka Mari Uji Kemampuan Kalian https://t.co/um3e3oQhrq
241,eh sumpah ya selama kuliah tuh acuannya kurikulum 2013. tapi pas magang langsung pake kurikulum merdeka yang jujur lebih simple. terus ini tugasnya pake kurikulum 2013... bingung.
242,30 Contoh Soal Agama Islam Kelas 3 SD/MI Semester 2 Kurikulum Merdeka &amp; Kunci Jawabannya https://t.co/gRtc7CMjHI
243,Penetapan kurikulum merdeka tidak hanya dirasakan sulit oleh guru tetapi siswa juga merasakan kesulitan. Materi yang terkesan loncat-loncat dan tidak runtun membuat siswa kesulitan dan tentunya sulit untuk memahami materi alhasil bukannya mereka semangat belajar malah malas.
244,Siapa yang bilang? Perasaan aku kurikulum merdeka gak pernah denger guru ngomong gini dah
245,@VindhTR @garinp4 Setau gw soalnya gitu masalah kurikulum merdeka ini ngasih cukup banyak kebebasan sekolah &amp; guru buat ngadain project2. Kalo sekolah/gurunya ngadi2 ya selamet lah murid2 dan ortunya.
246,Abis diskusi tentang kurikulum merdeka wkwkwkwk
247,@neverrember @sbmptnfess keknya yang ktanya masalah kurikulum merdeka gaditrima itukah trus banyak protes oadahal taun sebelumnya itb nrima nrima aja klo semisal kurikulumnya merdeka jdi mungkin pihak itbnya ada kesalahan
248,Berarti ada yg salah sama sistem pendidikan di Konoha. Apakah mungkin ini efek dari kurikulum merdeka? Entahlah...
249,Kumpulan Soal PTS PAI Kelas 5 Semester 2 Kurikulum Merdeka dan Kunci Jawaban Latihan Soal Mandiri di Rumah https://t.co/UIlNuoNqqN
250,Implementasi Kurikulum Merdeka perlu dievaluasi. Guru masih terkendala terutama soal pembelajaran berdiferensiasi. https://t.co/nrgZZejDjl #Opini #AdadiKompas
251,kurikulum merdeka bisa linjur ga ya....
252,Kurikulum merdeka be like ; Kid kita buat tornado versi lite ya. Ay ay teacher
253,Kemendikbudristek: Kurikulum Merdeka Resmi jadi Kurikulum Nasional https://t.co/sKCrlaXhgG via @nawacit4
254,Yang mau nonton perilisannya tadi bisa diliat disini ya! https://t.co/5saun5VThB
255,termasuk di pihak oposisi Kurikulum Merdeka tapi senang sekali Kurikulum 13 berakhir di angkatan ini. emang ga seneng ngajar aja kyknya.
256,Mendikbud Makarim mengaku lewat Kurikulum Merdeka bisa membuat siswa menjadi lebih senang saat belajar. https://t.co/uA8q8dJLGG
257,Kurikulum Merdeka untuk Meningkatkan Kualitas Pembelajaran https://t.co/1I6jomrXMd
258,Jejak digital makhluk kurikulum merdeka https://t.co/I4ZZMR0yGr
259,Ini ada yg bisa bantu fu ke official dan relevant parties ga ya? Klo bener kasian anjir adek gw kurikulum merdeka
260,@VindhTR Begitulah kalau menteri jago buat aplikasi semua harus menggunakan aplikasi setalah menjual aplikasi gojek sekarang menjual aplikasi kurikulum merdeka ke pemerintah makanya banyak orang beliau yang kerja di departemen itu membuat aplikasi sementara pegawai aslinya tidak dilibatkn
261,Positifnya media sosial guru jadi bisa melihat banyak sisi. Ternyata dari bidang Sejarah juga mengalami hal yg sama di pendidikan Sains. Kalau sains dihilangkan fundamental &amp; concept mastery Sejarah malah hilang semuanya. Mana ini pendukung Kurikulum Merdeka?
262,Contoh Soal PTS/UTS Bahasa Jawa Kelas 5 SD Semester 2 Kurikulum Merdeka Beserta Kunci Jawaban: Berikut ini merupakan contoh soal PTS/UTS Bahasa Jawa kelas 5 SD semester 2 Kurikulum Merdeka beserta kunci jawaban. https://t.co/aTLD9xzTuV
263,Kunci Jawaban IPA kelas 7 halaman 185 dan 186 Uji Kompetensi Bab 5: Kalor dan Perpindahannya. #TribunKaltim #KunciJawaban #KurikulumMerdeka https://t.co/S17u41R29E lewat @tribunnews
264,Disiapkan sejak 4 thn yg lalu pada akhirnya diluncurkan dan berlaku nasional. Sebuah kurikulum yang disiapkan secara cermat dengan mempertimbangkan keragaman kondisi daerah dan sekolah. Sebuah studi kasus manajemen perubahan yg layak dijadikan tolok ukur https://t.co/z7ZhRs4n5B
265,Kunci Jawaban Bahasa Indonesia Kelas 7 SMP Halaman 181 Kurikulum Merdeka Melengkapi Kalimat Rumpang https://t.co/o93AEYt5cI
266,Latihan Soal PTS/UTS PJOK Kelas 1 SD Semester 2 Kurikulum Merdeka dan Kunci Jawaban Isian dan Esai https://t.co/Mwwu6fA97t
267,Ak semakin yakin SMA mo masuk IPS sj Eh tapi kurikulum merdeka di SMA tuh sistemnya gimana sih???besok SMA jadi first time ngerasain kurmer
268,Kunci Jawaban Biologi Kelas 12 Halaman 109 Kurikulum Merdeka Link Jurnal Penelitian: Berikut kunci jawaban mata pelajaran Biologi kelas 12 SMA/MA/SMK/MAK halaman 109 Kurikulum Merdeka. https://t.co/pTvAPinkhW
269,@adekumala Kalau di TL malah pada mencak mencak gara gara kurikulum merdeka ini banyak mangkas materi katanya. Gatau dah. Pusing amat. Serba salah
270,Mengenal Asal-Usul dan Pembaruan pada Kurikulum Merdeka https://t.co/fiX7xunGrC
271,Menjawab Polemik Pemberlakuan Kurikulum Merdeka https://t.co/Rv7KaY9359
272,Kunci Jawaban IPA Kelas 7 SMP Halaman 185 Kurikulum Merdeka Perbedaan Habitat Ekosistem dan Bioma https://t.co/TqvGr2DTXH
273,Kunci Jawaban Bahasa Inggris Kelas 9 SMP Halaman 154 Semester 2 Kurikulum Merdeka Latihan Section 2 https://t.co/Z0kmbhMyzU
274,Menjawab Polemik Pemberlakuan Kurikulum Merdeka https://t.co/7SjMtJMWHx
275,Begitu Udah Rame .. Muncul Struktur KURIKULUM NASIONAL (Pelanjut KURIKUM MERDEKA secara Menyeluruh) Chek Peraturan menteri yang baru muncul di tanggal 26 Maret 2024 .. Mumpung Masih Anget .. Salam Platform Mengajar Merdeka Eeh Merdeka Mengajar ..
276,Bagaimana Cahaya Merambat? Kunci Jawaban IPAS Kelas 5 SD Halaman 2 Kurikulum Merdeka https://t.co/7nF4ALzY11
277,@snakepit_id @neohistoria_id ya mau gimana lagi. karena kita harus nelen pahitnya kalo di kurikulum merdeka aja pelajaran sejarah peminatan aja dihapus. nhi bisa bikin gen z mulai peduli sama sejarah sejak pemilu itu aja udah bagus nah next mereka perlu mempelajari hal-hal yang lebih mendalam
278,Ya allah selamatkan hamba dr kurikulum merdeka ini
279,Kurikulum Merdeka memberi waktu untuk diterapkan semua sekolah. https://t.co/RWrmFHcdE7
280,Kemendikbudristek Terbitkan Payung Hukum Implementasi Kurikulum Merdeka. Hyeri Sandra Dewi Han So Hee Vina Okin KISS OF LIFE https://t.co/VPoSR2M7X2
281,gw ngebahas soal kurikulum merdeka ke salah satu guru SMK animasi banyak materi yang harusnya baru keluar di kuliah tapi malah masuk untuk materi SMK
282,Udh ditahap ngeliat bujer kurikulum merdeka padahal kurikulum merdeka tuh masalahnya bukan cuman di kurikulumnya tp sistemnya juga tenaga pengajarnya belum lagi fasilitas sekolah yg belum merata
283,Kurikulum Merdeka untuk Siapa?. Baca di https://t.co/iFzFjCpfJS
284,Bapak ibu berprofesi guru apa kabar ? Bgm kurikulum Merdeka Belajar? Suara Jernih dari Lapangan Pendidikan. Baca di https://t.co/S9LgAGq5DC
285,LRT soal kurikulum merdeka ada minus plusnya. Minusnya siswa diminta buat ngerjain sesuatu tanpa teori jadinya banyak yg bingung dan ngerjain asal²an. Plusnya siswa bebas berekspresi mengeluarkan pendapat Tp jujur lebih banyak minusnya sih. Dah pernah ngerasain ngajar anak SD-
286,Kepala Kantor Buka Pelatihan Implementasi Kurikulum Merdeka Berbasis Komunitas https://t.co/LgOHxwqd5i
287,Soal Sumatif Tengah Semester (STS) Kelas 5 SD Kurikulum Merdeka https://t.co/gf7ThqvIn5
288,@reallyyoo Ya kan kurikulum merdeka langsung praktek ga perlu banyak teori2 
289,SEMOGA KURIKULUM MERDEKA GA RIBET YA ALLAH....
290,kalian yg bilang kurikulum merdeka itu bagus mending stop jadi oportunis. di sistem pendidikan dasar dan menengah kurma ini jauh lebih kacau daripada ktsp. coba deh kalian ngerjain soal sd tentang tema tema itu. aku jamin kalian ga bisa orang gurunya aja juga bingung
291,kukira KurTiLas adalah kurikulum tidak jelas... nyatanya ini lebih gak jelas lagi.... MERDEKA apaan? makin terjajah dalam suatu sistem bernama pendidikan jatuhnya
292,@kamentrader guru zaman KTSP jauh lebih powerfull mendidiknya dan era itu Ujian Nasional emang solusi efektif untuk memantau kualitas pendidikan seperti apa ? Kurikulum Merdeka ? Bullshit!
